fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,8.50.470.271.90.05818380.995183.160.8511.16,2
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,8.50.470.271.90.05818380.995183.160.8511.16,2
8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5,8.50.490.112.30.0849670.99683.170.539.45,1
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,8.50.5850.182.10.0785300.99673.20.489.86,1
8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,8.50.6550.496.10.122341511.0013.311.149.35,1
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,8.50.660.22.10.097231130.997333.130.489.25,1
8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,8.60.220.361.90.06453770.996043.470.87117,1
8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,8.60.3150.42.20.079360.995123.270.6711.96,1
8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,8.60.330.42.60.08316680.997823.30.489.45,1
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,8.60.370.656.40.08380.998173.270.58115,2
8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,8.60.370.656.40.08380.998173.270.58115,2
8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,8.60.380.3630.081301190.9973.20.569.45,1
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8,8.60.420.391.80.0686120.995163.350.6911.78,1
8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,8.60.450.312.60.08621500.99823.370.919.96,1
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,8.60.470.272.30.05514280.995163.180.811.25,2
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,8.60.470.272.30.05514280.995163.180.811.25,2
8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,8.60.470.330.076301350.99763.30.539.45,1
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,8.60.470.472.40.0747290.99793.080.469.55,1
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,8.60.490.281.90.11201360.99722.931.959.96,2
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6,8.60.490.281.90.11201360.99722.931.959.96,2
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5,8.60.490.2920.11191330.99722.931.989.85,1
8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,8.60.490.5120.42216620.99793.031.1795,1
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,8.60.520.381.50.0965180.996663.20.529.45,2
8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4,5,8.60.520.381.50.0965180.996663.20.529.45,2
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,8.60.530.2220.17270.99673.20.5610.26,1
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5,8.60.550.093.30.0688170.997353.230.44105,1
8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,8.60.630.172.90.099211190.9983.090.529.35,1
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,8.60.6350.681.80.40319560.996323.021.159.35,1
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6,8.60.6450.2520.0838280.998153.280.6106,1
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,8.60.6850.11.60.0923120.997453.310.659.556,1
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,8.60.7250.246.60.117311341.00143.321.079.35,1
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,8.60.80.112.30.08412310.99793.40.489.95,1
8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,8.60.8302.80.09517430.998223.330.610.46,1
8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5,5,8.70.290.521.60.11312370.99693.250.589.55,1
8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,8.70.310.461.40.05911250.99663.360.7610.16,1
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,8.70.330.383.30.06310190.994683.30.73127,1
8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,8.70.410.416.20.07825420.99533.240.7712.67,1
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6,8.70.420.452.40.07232590.996173.330.77126,1
8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6,5,8.70.460.312.50.12624640.997463.10.749.65,1
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,8.70.480.32.80.06610280.99643.330.6711.27,1
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,8.70.520.092.50.09120490.99763.340.8610.67,2
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,8.70.520.092.50.09120490.99763.340.8610.67,2
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,8.70.540.262.50.0977310.99763.270.69.36,2
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,8.70.540.262.50.0977310.99763.270.69.36,2
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5,8.70.6250.1620.10113490.99623.140.57115,1
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,8.70.630.282.70.09617690.997343.260.6310.26,1
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5,8.70.6750.11.60.094110.997453.310.659.555,1
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,8.70.690.3130.08623811.00023.480.7411.66,2
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,8.70.690.3130.08623811.00023.480.7411.66,2
8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,8.70.6903.20.08413330.99923.360.459.45,1
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,8.70.70.242.50.2265150.99913.320.696,2
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,8.70.70.242.50.2265150.99913.320.696,2
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,8.70.7650.222.30.0649420.99633.10.559.45,1
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,8.70.780.511.70.41512660.9962331.179.25,2
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5,8.70.780.511.70.41512660.9962331.179.25,2
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,8.70.820.021.20.0736480.99523.20.589.85,1
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,8.70.8401.40.06524330.99543.270.559.75,1
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,7,8.80.240.351.70.05513270.993943.140.5911.37,1
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,8.80.240.542.50.08325570.99833.390.549.25,1
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,8.80.270.3920.120270.995463.150.6911.26,1
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6,8.80.270.462.10.09520290.994883.260.5611.36,1
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,8.80.30.382.30.0619720.995433.390.7211.86,2
8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,8.80.30.382.30.0619720.995433.390.7211.86,2
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,8.80.310.42.80.1097160.996143.310.7911.87,1
8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,8.80.330.415.90.0737130.996583.30.6212.17,1
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,8.80.370.482.10.097391450.99753.041.039.35,1
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5,8.80.40.42.20.07919520.9983.440.649.25,1
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,8.80.410.642.20.0939420.99863.540.6610.55,2
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5,8.80.410.642.20.0939420.99863.540.6610.55,2
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,8.80.420.212.50.09233880.998233.190.529.25,1
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,8.80.440.492.80.083181110.99823.30.69.55,1
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,8.80.450.431.40.07612210.995513.210.7510.26,1
8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,8.80.460.452.60.0657180.99473.320.79146,1
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,8.80.470.492.90.085171100.99823.290.69.85,1
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,8.80.480.413.30.09226520.99823.310.5310.56,1
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,8.80.520.342.70.087241220.99823.260.619.55,1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,8.80.550.042.20.11914560.99623.210.610.96,2
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,8.80.550.042.20.11914560.99623.210.610.96,2
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,8.80.590.182.90.08912740.997383.140.549.45,1
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,8.80.60.292.20.0985150.99883.360.499.15,2
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,8.80.60.292.20.0985150.99883.360.499.15,2
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,8.80.610.142.40.06710420.99693.190.599.55,2
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,5,8.80.610.142.40.06710420.99693.190.599.55,2
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,8.80.610.1940.09430690.997873.220.5106,2
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,8.80.610.1940.09430690.997873.220.5106,2
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4,8.80.610.32.80.08817460.99763.260.519.34,1
8.8,0.64,0.17,2.9,0.084,25,130,0.99818,3.23,0.54,9.6,5,8.80.640.172.90.084251300.998183.230.549.65,1
8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2,5,8.80.660.261.70.0744230.99713.150.749.25,1
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,8.80.6850.261.60.08816230.996943.320.479.45,1
8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,8.80.701.70.0698190.997013.310.53106,1
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,8.80.9550.051.80.0755190.996163.30.449.64,1
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,8.90.120.451.80.07510210.995523.410.7611.97,3
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,8.90.120.451.80.07510210.995523.410.7611.97,3
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,8.90.120.451.80.07510210.995523.410.7611.97,3
8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,8.90.220.481.80.07729600.99683.390.539.46,1
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,8.90.240.391.60.0743100.996983.120.599.56,1
8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,8.90.280.451.70.0677120.993543.250.5512.37,1
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,8.90.290.351.90.06725570.9973.181.3610.36,1
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,8.90.310.362.60.05610390.995623.40.6911.85,1
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,8.90.310.5720.11126850.99713.260.539.75,1
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,8.90.320.3120.08812190.99573.170.5510.46,1
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,8.90.350.43.60.1112240.995493.230.7127,1
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,8.90.380.42.20.06812280.994863.270.7512.67,1
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,8.90.40.325.60.08710470.99913.380.7710.57,2
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,8.90.40.325.60.08710470.99913.380.7710.57,2
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,8.90.40.512.60.05213270.9953.320.913.47,1
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,8.90.430.451.90.0526160.99483.350.712.56,1
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,8.90.480.242.850.094351060.99823.10.539.25,1
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,8.90.480.5340.1013100.995863.210.5912.17,2
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,8.90.480.5340.1013100.995863.210.5912.17,2
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,8.90.50.212.20.08821390.996923.330.8311.16,2
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,8.90.50.212.20.08821390.996923.330.8311.16,2
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,8.90.5650.3430.093161120.99983.380.619.55,1
8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,8.90.590.392.30.0955220.99863.370.5810.35,1
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,8.90.590.520.33727810.99643.041.619.56,1
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,8.90.5950.417.90.086301090.99983.270.579.35,1
8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,5,8.90.610.4920.27231100.99723.121.029.35,1
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5,8.90.620.183.80.176521450.99863.160.889.25,1
8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,5,8.90.620.193.90.17511480.99863.170.939.25,1
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,5,8.90.6350.371.70.2635620.997131.099.35,1
8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,8.90.7450.182.50.07715480.997393.20.479.76,1
8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,8.90.750.142.50.0869300.998243.340.6410.55,1
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,8.90.840.341.40.054100.995543.120.489.16,1
8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,8.90.8750.133.450.0884140.99943.440.5211.55,1
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,80.180.370.90.049361090.990072.890.4412.76,2
8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,80.180.370.90.049361090.990072.890.4412.76,2
8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,80.250.431.70.06722500.99463.380.611.96,1
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5,80.280.441.80.08128680.995013.360.6611.25,1
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,80.30.631.60.08116290.995883.30.7810.86,1
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7,80.310.452.10.2165160.993583.150.8112.57,1
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6,80.330.532.50.09118800.99763.370.89.66,1
8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,6,80.380.061.80.07812490.996253.370.529.96,1
8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,80.380.441.90.0986150.99563.30.6411.46,1
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,80.390.31.90.07432840.997173.390.6195,1
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,80.420.1720.0736180.99723.290.619.26,2
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,80.420.1720.0736180.99723.290.619.26,2
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,80.420.322.50.08261220.998013.221.079.75,1
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,80.430.362.30.07510480.99763.340.469.45,2
8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,80.430.362.30.07510480.99763.340.469.45,2
8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,80.450.232.20.09416290.99623.210.4910.26,1
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,80.480.342.20.07316250.99363.280.6612.46,1
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6,80.50.392.60.08212460.99853.430.6210.76,1
8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,5,80.520.031.70.0710350.995753.340.57105,1
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5,80.520.2520.07819590.996123.30.4810.25,1
8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5,80.570.233.20.073171190.996753.260.579.35,1
8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,80.580.1620.12370.994543.220.5811.26,1
8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,80.580.283.20.066211140.99733.220.549.46,1
8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,80.590.0520.08912320.997353.360.61105,1
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,80.590.161.80.0653160.99623.420.9210.57,1
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5,80.60.082.60.056370.992863.220.37135,1
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,80.60.222.10.08251050.996133.30.499.95,2
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5,80.60.222.10.08251050.996133.30.499.95,2
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,80.620.332.70.08816370.99723.310.5810.76,1
8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8,5,80.620.352.80.08628520.9973.310.6210.85,1
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5,80.640.222.40.0945330.996123.370.58115,1
8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,80.670.320.0638620.99583.260.5610.26,1
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,6,80.7050.051.90.0748190.99623.340.9510.56,1
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5,80.7102.60.0811340.99763.440.539.55,1
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,80.7150.222.30.07513810.996883.240.549.56,2
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,80.7150.222.30.07513810.996883.240.549.56,2
8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,6,80.7250.242.80.08310620.996853.350.56106,1
8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5,80.7450.5620.118301340.99683.240.669.45,1
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6,80.770.322.10.07916740.996563.270.59.86,1
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5,80.810.253.40.07634850.996683.190.429.25,1
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4,80.830.2720.0811630.996523.290.489.84,1
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5,81.180.211.90.08314410.995323.340.4710.55,1
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,9.10.210.371.60.0676100.995523.230.5811.17,1
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,9.10.220.242.10.0781280.9993.410.8710.36,2
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,9.10.220.242.10.0781280.9993.410.8710.36,2
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,7,9.10.250.3420.07145670.997693.440.8610.27,1
9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,9.10.280.4690.114390.999013.180.610.96,1
9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,9.10.280.481.80.06726460.99673.321.0410.66,1
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,9.10.290.332.050.06313270.995163.260.8411.77,2
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,9.10.290.332.050.06313270.995163.260.8411.77,2
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,9.10.30.3420.06412250.995163.260.8411.77,1
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,7,9.10.30.4120.06810240.995233.270.8511.77,1
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,9.10.340.421.80.0589180.993923.180.5511.45,1
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7,9.10.360.391.80.0621550.994953.180.82117,1
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,9.10.370.322.10.0644150.995763.30.811.26,1
9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,9.10.40.51.80.0717160.994623.210.6912.58,1
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,9.10.40.574.60.086200.996523.280.5712.56,1
9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,9.10.450.352.40.0823780.99873.380.629.55,1
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,9.10.470.492.60.094381060.99823.080.599.15,1
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,9.10.50.31.90.0658170.997743.320.7110.56,2
9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,9.10.50.31.90.0658170.997743.320.7110.56,2
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,9.10.520.331.30.079300.99783.240.69.35,1
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,6,9.10.601.90.0585100.99773.180.6310.46,1
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,9.10.640.233.10.09513380.99983.280.599.75,1
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5,9.10.660.153.20.0979590.999763.280.549.65,1
9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,9.10.680.112.80.09311440.998883.310.559.56,1
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,9.10.760.681.70.41418640.996522.91.339.16,1
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,9.10.7650.041.60.0784140.9983.290.549.74,1
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,9.10.7750.222.20.07912480.99763.180.519.65,1
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,9.10.78502.60.09311280.99943.360.869.46,1
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,9.10.79502.60.09611260.99943.350.839.46,1
9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,7,9.20.310.362.20.07911310.996153.330.86127,1
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,9.20.360.341.60.0625120.996673.20.6710.56,1
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,9.20.410.52.50.05512250.99523.340.7913.37,1
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,9.20.430.492.40.086231160.99763.230.649.55,1
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,9.20.430.522.30.08314230.99763.350.6111.36,1
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5,9.20.460.232.60.09118770.999223.150.519.45,1
9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4,4,9.20.5213.40.6132690.99962.7429.44,1
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,9.20.530.242.60.078281390.997883.210.579.55,1
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5,9.20.540.312.30.11211380.996993.240.5610.95,1
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,9.20.560.181.60.07810210.995763.150.499.95,1
9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,9.20.580.230.081151150.9983.230.599.55,1
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,9.20.590.243.30.10120470.99883.260.679.65,1
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,9.20.630.212.70.09729650.99883.280.589.65,1
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,9.20.670.130.09112480.998883.310.549.56,1
